direction,prize_topic,citation_topic,prize_domain,citation_domain,prize_paper_field,citation_paper_field,count,sample_prize_paper_id,sample_prize_paper_title,sample_citation_paper_id,sample_citation_paper_title
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Arts and Humanities,Life Sciences,Social Sciences,Agricultural and Biological Sciences,Arts and Humanities,135,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W80615288,Helicobacter pylori in the Pathogenesis of Peptic Ulcer — Evidence in Favour
citation_paper_cites_prize_paper,Unknown Nobel Field,Environmental Science,Unknown Domain,Physical Sciences,,Environmental Science,17,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W1593056522,AMMONIA PRODUCTION FROM VARIOUS SUBSTRATES BY PREVIOUSLY PRESSURIZED CELLS OF <i>ESCHERICHIA COLI</i>
citation_paper_cites_prize_paper,Computer Science,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Computer Science,"Biochemistry, Genetics and Molecular Biology",87,W1966533239,Demonstration of a Fundamental Quantum Logic Gate,W4256232857,Bioelectronic Interface Between Enzyme‐Based and <scp>DNA</scp> ‐Based Computing Systems
citation_paper_cites_prize_paper,Chemistry,Energy,Physical Sciences,Physical Sciences,Chemistry,Energy,1106,W1986113254,"THE ADSORPTION OF GASES ON PLANE SURFACES OF GLASS, MICA AND PLATINUM.",W4296799803,Measurement of CO<sub>2</sub> in Water from an Ultraviolet Oxidizer for a Space-Worthy Wastewater Recovery System Using Raman Spectroscopy
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Computer Science,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Computer Science,97,W2085155384,On the relative motion of the Earth and the luminiferous ether,W4311941580,Snapshot on-axis Fizeau polarization phase-shifting interferometer
citation_paper_cites_prize_paper,Chemistry,Social Sciences,Physical Sciences,Social Sciences,Chemistry,Social Sciences,155,W1992787746,Einfluss der Configuration auf die Wirkung der Enzyme,W4361851704,Biochemistry students' ideas about shape and charge in enzyme–substrate interactions
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Materials Science,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Materials Science,111,W2046171723,PLAQUE FORMATION AND ISOLATION OF PURE LINES WITH POLIOMYELITIS VIRUSES,W2751107448,Simulation Studies on the Lipid Interaction and Conformation of Novel Drug-Delivery Pseudopeptidic Polymers
citation_paper_cites_prize_paper,Mathematics,Chemistry,Physical Sciences,Physical Sciences,Mathematics,Chemistry,96,W1996895697,Theory of the Variations in Paramagnetic Anisotropy Among Different Salts of the Iron Group,W3119511098,"Zwitterionic π-coordination compounds of copper(I) with monosubstituted alkynes: synthesis, crystal and electronic structure of two copper(I) halide π-complexes with 4-amino-1-propargylpyridinium"
citation_paper_cites_prize_paper,Earth and Planetary Sciences,"Biochemistry, Genetics and Molecular Biology",Physical Sciences,Life Sciences,Earth and Planetary Sciences,"Biochemistry, Genetics and Molecular Biology",96,W2037363234,A New Method of Measuring Nuclear Magnetic Moment,W4388131456,Solution NMR Approaches for Studying Molecular Chaperones
citation_paper_cites_prize_paper,Arts and Humanities,Social Sciences,Social Sciences,Social Sciences,Arts and Humanities,Social Sciences,34,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W3096359592,Quantum-Like Interdependence Theory Advances Autonomous Human–Machine Teams (A-HMTs)
citation_paper_cites_prize_paper,Chemical Engineering,Engineering,Physical Sciences,Physical Sciences,Chemical Engineering,Engineering,197,W1884836326,Der stetige �bergang von der Mikro- zur Makromechanik,W3168146884,Depolarization of Light in Optical Fibers: Effects of Diffraction and Spin-Orbit Interaction
citation_paper_cites_prize_paper,Engineering,Social Sciences,Physical Sciences,Social Sciences,Engineering,Social Sciences,106,W1983718136,Resonance Absorption by Nuclear Magnetic Moments in a Solid,W2007027789,From radar to nuclear magnetic resonance
citation_paper_cites_prize_paper,Materials Science,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Materials Science,Earth and Planetary Sciences,340,W1991101760,A New Microscopic Principle,W2020445034,Temporal Reference Acoustical Holography
citation_paper_cites_prize_paper,Environmental Science,Earth and Planetary Sciences,Physical Sciences,Physical Sciences,Environmental Science,Earth and Planetary Sciences,229,W2138270253,DNA sequencing with chain-terminating inhibitors,W2318534747,Distinguishing Early Juveniles of Eastern Pacific Mussels (Mytilus spp.) Using Morphology and Genomic DNA
citation_paper_cites_prize_paper,"Biochemistry, Genetics and Molecular Biology",Arts and Humanities,Life Sciences,Social Sciences,"Biochemistry, Genetics and Molecular Biology",Arts and Humanities,1117,W1969331809,Genetic control of programmed cell death in the nematode C. elegans,W2741078850,In Defense of Methodological Mechanism: The Case of Apoptosis
citation_paper_cites_prize_paper,Medicine,Energy,Health Sciences,Physical Sciences,Medicine,Energy,132,W190540197,"On the Antibacterial Action of Cultures of a Penicillium, with Special Reference to Their Use in the Isolation of B. influenzae",W3011129494,Enhanced Antibacterial Property of Sulfate-Doped Ag3PO4 Nanoparticles Supported on PAN Electrospun Nanofibers
citation_paper_cites_prize_paper,Energy,Medicine,Physical Sciences,Health Sciences,Energy,Medicine,121,W1982444105,Genetic Control of Biochemical Reactions in Neurospora,W1873348937,The Biosynthesis of Phenazines
citation_paper_cites_prize_paper,Materials Science,Agricultural and Biological Sciences,Physical Sciences,Life Sciences,Materials Science,Agricultural and Biological Sciences,134,W1985854865,A Three-Dimensional Model of the Myoglobin Molecule Obtained by X-Ray Analysis,W1973496788,Some recent developments in the size and shape analysis of industrial polysaccharides in solution using sedimentation analysis in the analytical ultracentrifuge
citation_paper_cites_prize_paper,Neuroscience,Health Professions,Life Sciences,Health Sciences,Neuroscience,Health Professions,73,W2259811952,BLOOD VOLUME STUDIES,W1987842667,The accuracy of the modified Evans blue dye test in detecting aspiration in head and neck cancer patients
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Veterinary,Life Sciences,Health Sciences,Agricultural and Biological Sciences,Veterinary,57,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W2068584954,Egg Yolk antibody and its application
citation_paper_cites_prize_paper,Chemical Engineering,Medicine,Physical Sciences,Health Sciences,Chemical Engineering,Medicine,89,W2036574905,Desoxy‐cortico‐steron (21‐Oxy‐progesteron) aus Δ<sup>5</sup>‐3‐Oxy‐ätio‐cholensäure,W2080697863,Central Mineralocorticoid Receptors and Cardiovascular Disease
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Chemistry,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Chemistry,246,W2046171723,PLAQUE FORMATION AND ISOLATION OF PURE LINES WITH POLIOMYELITIS VIRUSES,W2143034614,"A comparative study of the effects of certain halogenated benzimidazole ribosides on RNA synthesis, cell proliferation, and interferon production."
citation_paper_cites_prize_paper,Arts and Humanities,Environmental Science,Social Sciences,Physical Sciences,Arts and Humanities,Environmental Science,40,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W2985186187,Individual Condensation Trails in Aircraft Trajectory Optimization
citation_paper_cites_prize_paper,Arts and Humanities,Medicine,Social Sciences,Health Sciences,Arts and Humanities,Medicine,146,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W3021514239,Transcranial photobiomodulation attenuates pentylenetetrazole‐induced status epilepticus in peripubertal rats
citation_paper_cites_prize_paper,Mathematics,Engineering,Physical Sciences,Physical Sciences,Mathematics,Engineering,85,W2248814689,Fine Structure of the Hydrogen Atom by a Microwave Method,W3108629455,Plasmon-Driven Motion of an Individual Molecule
citation_paper_cites_prize_paper,Materials Science,Psychology,Physical Sciences,Social Sciences,Materials Science,Psychology,39,W1988619801,Metallic Phase with Long-Range Orientational Order and No Translational Symmetry,W3197151903,Voronoi Entropy vs. Continuous Measure of Symmetry of the Penrose Tiling: Part I. Analysis of the Voronoi Diagrams
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Unknown Citation Field,Physical Sciences,Unknown Domain,Earth and Planetary Sciences,,75,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W14494342,Wo steht die Risikosoziologie?
citation_paper_cites_prize_paper,Physics and Astronomy,Immunology and Microbiology,Physical Sciences,Life Sciences,Physics and Astronomy,Immunology and Microbiology,263,W2113372755,Observation of a single-beam gradient force optical trap for dielectric particles,W2041202235,"Real‐time imaging of the cellular interactions underlying tolerance, priming, and responses to infection"
citation_paper_cites_prize_paper,Environmental Science,Mathematics,Physical Sciences,Physical Sciences,Environmental Science,Mathematics,30,W2051995369,The constitution and fundamental properties of solids and liquids,W2395579011,Generalized hydrodynamics in the transient regime and irreversible thermodynamics
citation_paper_cites_prize_paper,Unknown Nobel Field,Chemistry,Unknown Domain,Physical Sciences,,Chemistry,31,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W2793748110,Lysozyme Stabilization under High Pressure: Differential Scanning Microcalorimetry
citation_paper_cites_prize_paper,Arts and Humanities,Energy,Social Sciences,Physical Sciences,Arts and Humanities,Energy,35,W2005886497,Über einen die Erzeugung und Verwandlung des Lichtes betreffenden heuristischen Gesichtspunkt,W2992843302,Methodologies in Spectral Tuning of DSSC Chromophores through Rational Design and Chemical-Structure Engineering
citation_paper_cites_prize_paper,Arts and Humanities,Mathematics,Social Sciences,Physical Sciences,Arts and Humanities,Mathematics,43,W2060222759,LXXIII. <i>On the constitution of atoms and molecules</i>,W3003165313,Attractors of nonlinear Hamiltonian partial differential equations
citation_paper_cites_prize_paper,Materials Science,Social Sciences,Physical Sciences,Social Sciences,Materials Science,Social Sciences,107,W1988619801,Metallic Phase with Long-Range Orientational Order and No Translational Symmetry,W4224212959,Economic Harmony—A Rational Theory of Fairness and Cooperation in Strategic Interactions
citation_paper_cites_prize_paper,Unknown Nobel Field,Materials Science,Unknown Domain,Physical Sciences,,Materials Science,28,W1606860533,THE COAGULATION OF ALBUMEN BY PRESSURE,W4307857879,Inline small‐angle X‐ray scattering‐coupled chromatography under extreme hydrostatic pressure
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Engineering,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Engineering,206,W2221571340,Mutable Loci in Maize,W133042926,The Future of Maize
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Social Sciences,Life Sciences,Social Sciences,Agricultural and Biological Sciences,Social Sciences,73,W2143107875,UNIDENTIFIED CURVED BACILLI IN THE STOMACH OF PATIENTS WITH GASTRITIS AND PEPTIC ULCERATION,W1974564295,"Causality, a Trialogue"
citation_paper_cites_prize_paper,Earth and Planetary Sciences,Chemical Engineering,Physical Sciences,Physical Sciences,Earth and Planetary Sciences,Chemical Engineering,101,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W2029992754,Deep oxidation of light alkanes over titania-supported palladium/vanadium catalysts
citation_paper_cites_prize_paper,Physics and Astronomy,Psychology,Physical Sciences,Social Sciences,Physics and Astronomy,Psychology,451,W2048251016,Zur Elektrodynamik bewegter Körper,W2138805293,Identifying creative research accomplishments: Methodology and results for nanotechnology and human genetics
citation_paper_cites_prize_paper,Agricultural and Biological Sciences,Earth and Planetary Sciences,Life Sciences,Physical Sciences,Agricultural and Biological Sciences,Earth and Planetary Sciences,60,W2006788765,A gene complex controlling segmentation in Drosophila,W2804617736,Hox and Wnt pattern the primary body axis of an anthozoan cnidarian before gastrulation
citation_paper_cites_prize_paper,Environmental Science,Energy,Physical Sciences,Physical Sciences,Environmental Science,Energy,303,W2051995369,The constitution and fundamental properties of solids and liquids,W3035308018,Adsorption/photodegradation of crystal violet (basic dye) from aqueous solution by hydrothermally synthesized titanate nanotube (TNT)
citation_paper_cites_prize_paper,Earth and Planetary Sciences,"Economics, Econometrics and Finance",Physical Sciences,Social Sciences,Earth and Planetary Sciences,"Economics, Econometrics and Finance",130,W2058179313,Stratospheric sink for chlorofluoromethanes: chlorine atom-catalysed destruction of ozone,W2053965996,Ozone and Climate
citation_paper_cites_prize_paper,Engineering,Environmental Science,Physical Sciences,Physical Sciences,Engineering,Environmental Science,321,W4246012760,The constitution and fundamental properties of solids and liquids. Part II.—Liquids,W3165240580,"Influencing Multi-Walled Carbon Nanotubes for the Removal of Ismate Violet 2R Dye from Wastewater: Isotherm, Kinetics, and Thermodynamic Studies"
